Stoffcode;Stofflieferant;Herstellungsland;Lager;Bestellte Menge;Voraussichtliches Empfangsdatum;Status;Preiskat;Zusammensetzung;Gewicht;Eigenschaften;Katalog;Produkttyp;Stoffart;Stofffarbe;Saison;MTO
70SH2080;BASSETTI;;80 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;76% PA 24%EA;155GR/ML;;-;Hemd;Plain;;;
70SH2081;BASSETTI;;80 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;76% PA 24%EA;155GR/ML;;-;Hemd;Plain;;;
70SH2082;BASSETTI;;46 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;86%PA 14%EA;150GR/ML;;-;Hemd;Plain;;;
70SH2083;BASSETTI;;57 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;86%PA 14%EA;150GR/ML;;-;Hemd;Plain;;;
70SH2084;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;86%PA 14%EA;150GR/ML;;-;Hemd;Plain;;;
70SH2085;BASSETTI;;82 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;86%PA 14%EA;150GR/ML;;-;Hemd;Plain;;;
70SH2086;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;86%PA 14%EA;150GR/ML;;-;Hemd;Plain;;;
70SH2087;BASSETTI;;69 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;86%PA 14%EA;150GR/ML;;-;Hemd;Plain;;;
70SH2088;BASSETTI;;54 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;76% PA 24%EA;155GR/ML;;-;Hemd;Stripe;;;
70SH2089;BASSETTI;;56 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;76% PA 24%EA;155GR/ML;;-;Hemd;Stripe;;;
70SH2090;BASSETTI;;68.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;76% PA 24%EA;155GR/ML;;-;Hemd;Stripe;;;
70SH2091;BASSETTI;;63 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;;;;-;Hemd;Plain;;;
70SH2092;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;;;;-;Hemd;Plain;;;
70SH2094;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;84%PA 16%EA;160GR/ML;;-;Hemd;Plain;;;
70SH2095;BASSETTI;;73 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;84%PA 16%EA;160GR/ML;;-;Hemd;Plain;;;
70SH2096;BASSETTI;;63 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;84%PA 16%EA;160GR/ML;;-;Hemd;Stripe;;;
70SH2097;BASSETTI;;49.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;84%PA 16%EA;160GR/ML;;-;Hemd;Plain;;;
70SH2098;BASSETTI;;73.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;DISCOVERY;100% CO;103GR/ML;;-;Hemd;Stripe;;;
70SH2099;BASSETTI;;72.2 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;DISCOVERY;100% CO;103GR/ML;;-;Hemd;Stripe;;;
70SH2100;BASSETTI;;58.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;DISCOVERY;100% CO;103GR/ML;;-;Hemd;Stripe;;;
70SH2101;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;DISCOVERY;100% CO;103GR/ML;;-;Hemd;Stripe;;;
70SH2102;BASSETTI;;62.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;DISCOVERY;100% CO;103GR/ML;;-;Hemd;Stripe;;;
70SH2103;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;DISCOVERY;100% CO;103GR/ML;;-;Hemd;Stripe;;;
70SH2104;BASSETTI;;49.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;DISCOVERY;100% CO;103gr/ml;;-;Hemd;Stripe;;;
70SH2105;BASSETTI;;59.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Plain;;;
70SH2106;BASSETTI;;58.48 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Plain;;;
70SH2107;BASSETTI;;58.48 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Plain;;;
70SH2108;BASSETTI;;59.58 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Plain;;;
70SH2109;BASSETTI;;58.48 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Plain;;;
70SH2110;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Plain;;;
70SH2111;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Stripe;;;
70SH2112;BASSETTI;;57.06 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Stripe;;;
70SH2113;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Other;;;
70SH2114;BASSETTI;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Stripe;;;
70SH2115;BASSETTI;;48.6 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Stripe;;;
70SH2116;BASSETTI;;72.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100% CO;146GR/ML;;-;Hemd;Stripe;;;
70SH2201;BASSETTI;;169.44 m;150 m;21/12/2025;MTM SH QS;ESSENTIAL;68% CO 29%PA 3%EA;103 g/m2;;-;Hemd;Plain;;;
70SH2203;BASSETTI;;49.27 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;68% CO 29%PA 3%EA;103 g/m2;;-;Hemd;Plain;;;
70SH2204;BASSETTI;;139.08 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;68% CO 29%PA 3%EA;103 g/m2;;-;Hemd;Plain;;;
70SH2513;BASSETTI;;833.21 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;55%LI 45%CO;107 g/m2;;-;Hemd;Stripe;;;NO
70SH2514;BASSETTI;;42.42 m;50 m;21/12/2025;MTM SH QS;ESSENTIAL;55%LI 45%CO;107 g/m2;;-;Hemd;Stripe;;;
70SH2515;BASSETTI;;814.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;55%LI 45%CO;107 g/m2;;-;Hemd;Stripe;;;NO
70SH2516;BASSETTI;;68.44 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;55%LI 45%CO;107 g/m2;;-;Hemd;Stripe;;;NO
70SH2517;BASSETTI;;83.97 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;55%LI 45%CO;107 g/m2;;-;Hemd;Stripe;;;NO
70SH2518;BASSETTI;;264.02 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;98%CO 2%EA;160 g/m2;;-;Hemd;Plain;;;NO
70SH2518W;BASSETTI;;50.88 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;98%CO 2%EA;160 g/m2;;-;Hemd;Plain;;;NO
70SH2519;BASSETTI;;27.82 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;98%CO 2%EA;160 g/m2;;-;Hemd;Plain;;;
70SH2520;BASSETTI;;50.84 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;98%CO 2%EA;160 g/m2;;-;Hemd;Plain;;;
70SH3102TO;BASSETTI;;21.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;106 g/m2;;-;Hemd, Outerwear;Plain;;;
70SH3518;BASSETTI;;2 m;50 m;22/12/2025;MTM SH QS;TBC;100% CO;;;-;Hemd;Plain;;;
70SH3518W;BASSETTI;;5.27 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Plain;;;
70SH3520;BASSETTI;;6.59 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Plain;;;
70SH4518;BASSETTI;;1 m;50 m;22/12/2025;MTM SH QS;TBC;100%CO;;;-;Hemd;Plain;;;
70SH4518W;BASSETTI;;8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100%CO;;;-;Hemd;Other;;;
70SH4520;BASSETTI;;8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;100%CO;;;-;Hemd;Other;;;
70SH4715;BASSETTI;;127.87 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;76%NYLON 24%EA;;;-;Hemd;Plain;;;NO
70SH4717;BASSETTI;;197.86 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;;;;-;Hemd;Plain;;;
70SH4718;BASSETTI;;593.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;;;;-;Hemd;Plain;;;
70SH4719;BASSETTI;;400.56 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;;;;-;Hemd;Plain;;;
70SH4720;BASSETTI;;427.3 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;;;;-;Hemd;Plain;;;
70SH4721;BASSETTI;;246.65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;;;;-;Hemd;Plain;;;
70SH4722;BASSETTI;;76.17 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;;;;-;Hemd;Plain;;;
71SH2023;SIDOGRAS;;43.2 m;240 m;24/02/2026;MTM SH QS;ESSENTIAL;96%CO 4%EA;135 g/m2;;-;Hemd;Plain;;;
71SH2025;SIDOGRAS;;276.6 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;96%CO 4%EA;135 g/m2;;-;Hemd;Plain;;;
71SH2026;SIDOGRAS;;269.92 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ESSENTIAL;96%CO 4%EA;140 g/m2;;-;Hemd;Plain;;;
72SH3002;MILETA;;43.06 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;119 g/m2;;-;Hemd;Plain;;;
72SH3003;MILETA;;564.62 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;119 g/m2;;-;Hemd;Plain;;;
72SH3012;MILETA;;56.84 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;107 g/m2;;-;Hemd;Plain;;;
72SH3013;MILETA;;30.16 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;107 g/m2;;-;Hemd;Plain;;;
72SH3024;MILETA;;136.99 m;661.5 m;23/12/2025;MTM SH QS;SELECTION;100%CO;128 g/m2;;-;Hemd;Plain;;;
72SH3025;MILETA;;82.21 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;128 g/m2;;-;Hemd;Stripe;;;NO
72SH3028;MILETA;;52.53 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;128 g/m2;;-;Hemd;Plain;;;NO
72SH3029;MILETA;;285.98 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;128 g/m2;;-;Hemd;Stripe;;;
72SH3031;MILETA;;72.94 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;128 g/m2;;-;Hemd;Stripe;;;
72SH3032;MILETA;;39.69 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;128 g/m2;;-;Hemd;Stripe;;;
72SH3033;MILETA;;91.81 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;128 g/m2;;-;Hemd;Stripe;;;
72SH3034;MILETA;;87.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;128 g/m2;;-;Hemd;Stripe;;;NO
72SH3035;MILETA;;93.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;129 g/m2;;-;Hemd;Stripe;;;NO
72SH3036;MILETA;;130.78 m;6000 m;15/05/2026;MTM SH QS;SELECTION;100%CO;129 g/m2;;-;Hemd;Plain;;;
72SH3036TO;MILETA;;1380.8 m;1221.7 m;06/12/2025;MTM SH QS;TBC;100%CO;129 G/M2;;-;Hemd, Outerwear;Plain;;;
72SH3037;MILETA;;309.35 m;3053 m;23/01/2026;MTM SH QS;SELECTION;100%CO;129 g/m2;;-;Hemd;Plain;;;
72SH3038;MILETA;;287.2 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;129 g/m2;;-;Hemd;Plain;;;
72SH3039;MILETA;;32.29 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;129 g/m2;;-;Hemd;Plain;;;
72SH3040;MILETA;;98.4 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;125 g/m2;;-;Hemd;Plain;;;
72SH3041;MILETA;;730.63 m;4973.5 m;15/05/2026;MTM SH QS;SELECTION;100%CO;125 g/m2;;-;Hemd;Plain;;;
72SH3042;MILETA;;190.74 m;250.5 m;22/12/2025;MTM SH QS;SELECTION;100%CO;125 g/m2;;-;Hemd;Plain;;;
72SH3043;MILETA;;113.54 m;125 m;22/12/2025;MTM SH QS;SELECTION;100%CO;125 g/m2;;-;Hemd;Plain;;;
72SH3044;MILETA;;105.44 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;125 g/m2;;-;Hemd;Plain;;;
72SH3045;MILETA;;29.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;125 g/m2;;-;Hemd;Plain;;;NO
72SH3047;MILETA;;187.3 m;1014.6 m;12/04/2026;MTM SH QS;SELECTION;100%CO;110 g/m2;;-;Hemd;Plain;;;
72SH3049;MILETA;;80.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;110 g/m2;;-;Hemd;Plain;;;
72SH3050;MILETA;;26.77 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;110 g/m2;;-;Hemd;Plain;;;
72SH3051;MILETA;;188.01 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;110 g/m2;;-;Hemd;Plain;;;
72SH3053;MILETA;;130.39 m;2052 m;12/04/2026;MTM SH QS;SELECTION;100%CO;148 g/m2;;-;Hemd;Plain;;;
72SH3054;MILETA;;286.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;148 g/m2;;-;Hemd;Plain;;;
72SH3055;MILETA;;148.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;148 g/m2;;-;Hemd;Plain;;;
72SH3056;MILETA;;193.51 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;148 g/m2;;-;Hemd;Plain;;;
72SH3059;MILETA;;203.76 m;2019.5 m;12/04/2026;MTM SH QS;SELECTION;100%CO;147 g/m2;;-;Hemd;Plain;;;
72SH3060;MILETA;;508.59 m;1016 m;12/04/2026;MTM SH QS;SELECTION;100%CO;147 g/m2;;-;Hemd;Plain;;;
72SH3061;MILETA;;195.38 m;123.5 m;19/12/2025;MTM SH QS;SELECTION;100%CO;147 g/m2;;-;Hemd;Plain;;;
72SH3062;MILETA;;72.48 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;147 g/m2;;-;Hemd;Plain;;;
72SH3080;MILETA;;71.76 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;110 g/m2;;-;Hemd;Plain;;;
72SH3081;MILETA;;72.59 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;110 g/m2;;-;Hemd;Plain;;;NO
72SH3213;MILETA;;259.85 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Plain;;;
72SH3219;MILETA;;229.13 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Stripe;;;
72SH3220;MILETA;;229.13 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Stripe;;;
72SH3225;MILETA;;108.83 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Plain;;;NO
72SH3228;MILETA;;41.22 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Plain;;;
72SH3245;MILETA;;196.28 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Plain;;;
72SH3256;MILETA;;133.08 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Plain;;;
72SH3257;MILETA;;33.2 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;;;-;Hemd;Plain;;;
72SH3501;MILETA;;108.07 m;120 m;18/08/2025;MTM SH QS;SELECTION;67%CO 33%LINEN;110 g/m2;;-;Hemd;Plain;;;NO
72SH3502;MILETA;;179.89 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;67%CO 33%LINEN;110 g/m2;;-;Hemd;Plain;;;NO
72SH3503;MILETA;;175.32 m;90 m;16/09/2025;MTM SH QS;SELECTION;67%CO 33%LINEN;110 g/m2;;-;Hemd;Plain;;;NO
72SH3506;MILETA;;71.74 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;67%CO 33%LINEN;110 g/m2;;-;Hemd;Plain;;;NO
72SH3507;MILETA;;96.63 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;67%CO 33%LINEN;110 g/m2;;-;Hemd;Plain;;;NO
72SH3509;MILETA;;110.28 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%LINEN;112 g/m2;;-;Hemd;Plain;;;NO
72SH3513;MILETA;;14.5 m;60 m;06/09/2025;MTM SH QS;SELECTION;100%LINEN;112 g/m2;;-;Hemd;Plain;;;NO
72SH3514;MILETA;;11.75 m;60 m;06/09/2025;MTM SH QS;SELECTION;100%LINEN;112 g/m2;;-;Hemd;Plain;;;NO
72SH3515;MILETA;;84.32 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%LINEN;112 g/m2;;-;Hemd;Plain;;;NO
72SH3517;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;119GR/ML;;-;Hemd;Plain;;;
72SH3518;MILETA;;77.55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;119GR/ML;;-;Hemd;Plain;;;
72SH3519;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;139GR/ML;;-;Hemd;Stripe;;;
72SH3520;MILETA;;65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;139GR/ML;;-;Hemd;Stripe;;;
72SH3521;MILETA;;65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;139GR/ML;;-;Hemd;Stripe;;;
72SH3522;MILETA;;30.3 m;30 m;06/09/2025;MTM SH QS;SELECTION;100% CO;128GR/ML;;-;Hemd;Plain;;;
72SH3523;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;128GR/ML;;-;Hemd;Stripe;;;
72SH3524;MILETA;;60.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;128GR/ML;;-;Hemd;Stripe;;;
72SH3525;MILETA;;59 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;TBC;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Plain;;;
72SH3526;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Stripe;;;
72SH3527;MILETA;;29.12 m;30 m;06/09/2025;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Stripe;;;
72SH3528;MILETA;;52 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Stripe;;;
72SH3529;MILETA;;68 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Stripe;;;
72SH3530;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Plain;;;
72SH3531;MILETA;;68.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Plain;;;
72SH3532;MILETA;;20 m;40 m;06/09/2025;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Plain;;;
72SH3533;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Check;;;
